 INFO | 2018-10-31 20:47:28,119 | Common.java | 99 | Startup activites...
 INFO | 2018-10-31 20:47:28,123 | Common.java | 99 | Test Output Directory creation successful :C:\DemoWorkspace\Adactin\TestResults\2018_10_31_08_47_27_PM
 INFO | 2018-10-31 20:47:28,125 | Common.java | 99 | Log File creation successful : LogFile.log
 INFO | 2018-10-31 20:47:28,932 | Common.java | 99 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./src/test/resources/TestCaseSettings.xls
 INFO | 2018-10-31 20:47:29,496 | Common.java | 99 | Getting value of TestDataFile from Test Configuration file : ./src/test/resources/TestData.xls
 INFO | 2018-10-31 20:47:29,653 | Common.java | 99 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./src/test/resources/TestCaseSettings.xls
 INFO | 2018-10-31 20:47:30,725 | Common.java | 99 | Getting value of ExecEnv from Test Configuration file : Server
 INFO | 2018-10-31 20:47:30,726 | Common.java | 99 | Getting value of Host from Test Configuration file : 192.168.94.75
 INFO | 2018-10-31 20:47:30,726 | Common.java | 99 | Getting value of Port from Test Configuration file : 5555
 INFO | 2018-10-31 20:47:30,727 | Common.java | 99 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2018-10-31 20:47:30,728 | Common.java | 99 | Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2018-10-31 20:47:30,729 | Common.java | 99 | Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2018-10-31 20:47:30,730 | Common.java | 99 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2018-10-31 20:47:30,731 | Common.java | 99 | Element time out set
 INFO | 2018-10-31 20:47:30,731 | Common.java | 99 | ##### Start of Test Case : Login to Adactin Application #####
 INFO | 2018-10-31 20:47:30,731 | Common.java | 99 | Test Case Name: TC_001
 INFO | 2018-10-31 20:47:30,733 | Common.java | 99 | Getting value of TestDataFile from Test Configuration file : ./src/test/resources/TestData.xls
 INFO | 2018-10-31 20:47:30,873 | Common.java | 99 | Test Data Set Name: TC_001
 INFO | 2018-10-31 20:47:30,874 | Common.java | 99 | Execution Flag: Execute
 INFO | 2018-10-31 20:47:30,875 | Common.java | 99 | Test Data Set Name: TC_001_01
 INFO | 2018-10-31 20:47:30,876 | Common.java | 99 | Execution Flag: YES
 INFO | 2018-10-31 20:47:30,876 | Common.java | 99 | Test Data Set Name: TC_001_02
 INFO | 2018-10-31 20:47:30,876 | Common.java | 99 | Execution Flag: YES
 INFO | 2018-10-31 20:47:30,877 | Common.java | 99 | Test Data Set Name: 
 INFO | 2018-10-31 20:47:30,877 | Common.java | 99 | Execution Flag: 
 INFO | 2018-10-31 20:47:30,927 | Common.java | 99 | Getting value of Browser from Test Configuration file : Chrome
 INFO | 2018-10-31 20:47:30,936 | Common.java | 99 | Getting value of chromedriver from Test Configuration file : drivers/chromedriver.exe
 INFO | 2018-10-31 20:47:34,613 | Common.java | 99 | Getting value of url from Test Configuration file : http://adactin.com/HotelApp/
 INFO | 2018-10-31 20:47:37,352 | Common.java | 99 | Entered value - prakasha in the text field- Username
 INFO | 2018-10-31 20:47:37,353 | Common.java | 115 | Report step generation success : Entered value - prakasha in the text field- Username
 INFO | 2018-10-31 20:47:37,615 | Common.java | 99 | Entered value - Reset123 in the text field- 
 INFO | 2018-10-31 20:47:37,615 | Common.java | 115 | Report step generation success : Entered value - Reset123 in the text field- 
 INFO | 2018-10-31 20:47:37,616 | Common.java | 99 | Entered Password ->prakasha
 INFO | 2018-10-31 20:47:37,616 | Common.java | 115 | Report step generation success : Entered Password ->prakasha
 INFO | 2018-10-31 20:47:38,228 | Common.java | 99 | Getting value of Browser from Test Configuration file : Chrome
 INFO | 2018-10-31 20:47:41,689 | Common.java | 99 | Clicked on WebElement-Login
 INFO | 2018-10-31 20:47:41,689 | Common.java | 115 | Report step generation success : Clicked on WebElement-Login
 INFO | 2018-10-31 20:47:41,782 | Common.java | 99 | Successfully logged in to the application
 INFO | 2018-10-31 20:47:41,782 | Common.java | 115 | Report step generation success : Successfully logged in to the application
 INFO | 2018-10-31 20:47:42,237 | Common.java | 99 | Getting value of Browser from Test Configuration file : Chrome
 INFO | 2018-10-31 20:47:44,919 | Common.java | 99 | Clicked on WebElement-Logout Link
 INFO | 2018-10-31 20:47:44,919 | Common.java | 115 | Report step generation success : Clicked on WebElement-Logout Link
 INFO | 2018-10-31 20:47:47,486 | Common.java | 99 | Clicked on WebElement-Login Again Link
 INFO | 2018-10-31 20:47:47,487 | Common.java | 115 | Report step generation success : Clicked on WebElement-Login Again Link
 INFO | 2018-10-31 20:47:47,901 | Common.java | 99 | Entered value - prakasha in the text field- Username
 INFO | 2018-10-31 20:47:47,902 | Common.java | 115 | Report step generation success : Entered value - prakasha in the text field- Username
 INFO | 2018-10-31 20:47:48,184 | Common.java | 99 | Entered value - wrongPassword1 in the text field- 
 INFO | 2018-10-31 20:47:48,185 | Common.java | 115 | Report step generation success : Entered value - wrongPassword1 in the text field- 
 INFO | 2018-10-31 20:47:48,185 | Common.java | 99 | Entered Password ->prakasha
 INFO | 2018-10-31 20:47:48,186 | Common.java | 115 | Report step generation success : Entered Password ->prakasha
 INFO | 2018-10-31 20:47:48,770 | Common.java | 99 | Getting value of Browser from Test Configuration file : Chrome
 INFO | 2018-10-31 20:47:51,406 | Common.java | 99 | Clicked on WebElement-Login
 INFO | 2018-10-31 20:47:51,418 | Common.java | 115 | Report step generation success : Clicked on WebElement-Login
ERROR | 2018-10-31 20:48:31,524 | Common.java | 107 | Unable to login to application, Check Username and password
ERROR | 2018-10-31 20:48:31,524 | Common.java | 107 | Report step generation success : Unable to login to application, Check Username and password
 INFO | 2018-10-31 20:49:12,124 | Common.java | 99 | Getting value of ExecuteRemainingStepsOnFailure(Yes/No) from Test Configuration file : Yes
 INFO | 2018-10-31 20:49:12,125 | Common.java | 99 | Getting value of OverideTimeoutOnFailure from Test Configuration file : 5
 INFO | 2018-10-31 20:49:12,126 | Common.java | 99 | Getting value of OverideTimeoutOnFailure from Test Configuration file : 5
 INFO | 2018-10-31 20:49:12,126 | Common.java | 99 | Getting value of OverideTimeoutOnFailure from Test Configuration file : 5
 INFO | 2018-10-31 20:49:12,127 | Common.java | 99 | Getting value of OverideTimeoutOnFailure from Test Configuration file : 5
 INFO | 2018-10-31 20:49:13,646 | Common.java | 99 | Getting value of ExecEnv from Test Configuration file : Server
 INFO | 2018-10-31 20:49:13,647 | Common.java | 99 | Getting value of Host from Test Configuration file : 192.168.94.75
 INFO | 2018-10-31 20:49:13,648 | Common.java | 99 | Getting value of Port from Test Configuration file : 5555
 INFO | 2018-10-31 20:49:13,649 | Common.java | 99 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2018-10-31 20:49:13,649 | Common.java | 99 | Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2018-10-31 20:49:13,649 | Common.java | 99 | Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2018-10-31 20:49:13,650 | Common.java | 99 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2018-10-31 20:49:13,654 | Common.java | 99 | Element time out set
 INFO | 2018-10-31 20:49:13,654 | Common.java | 99 | ##### Start of Test Case : Search a hotel #####
 INFO | 2018-10-31 20:49:13,655 | Common.java | 99 | Test Case Name: TC_002
 INFO | 2018-10-31 20:49:13,655 | Common.java | 99 | Getting value of TestDataFile from Test Configuration file : ./src/test/resources/TestData.xls
 INFO | 2018-10-31 20:49:13,865 | Common.java | 99 | Test Data Set Name: TC_002
 INFO | 2018-10-31 20:49:13,866 | Common.java | 99 | Execution Flag: Execute
 INFO | 2018-10-31 20:49:13,866 | Common.java | 99 | Test Data Set Name: TC_002_01
 INFO | 2018-10-31 20:49:13,867 | Common.java | 99 | Execution Flag: YES
 INFO | 2018-10-31 20:49:13,868 | Common.java | 99 | Test Data Set Name: 
 INFO | 2018-10-31 20:49:13,868 | Common.java | 99 | Execution Flag: 
 INFO | 2018-10-31 20:49:13,877 | Common.java | 99 | Getting value of Browser from Test Configuration file : Chrome
 INFO | 2018-10-31 20:49:13,907 | Common.java | 99 | Getting value of chromedriver from Test Configuration file : drivers/chromedriver.exe
 INFO | 2018-10-31 20:49:16,259 | Common.java | 99 | Getting value of url from Test Configuration file : http://adactin.com/HotelApp/
 INFO | 2018-10-31 20:49:18,546 | Common.java | 99 | Entered value - prakasha in the text field- Username
 INFO | 2018-10-31 20:49:18,547 | Common.java | 115 | Report step generation success : Entered value - prakasha in the text field- Username
 INFO | 2018-10-31 20:49:18,813 | Common.java | 99 | Entered value - Reset123 in the text field- 
 INFO | 2018-10-31 20:49:18,813 | Common.java | 115 | Report step generation success : Entered value - Reset123 in the text field- 
 INFO | 2018-10-31 20:49:18,813 | Common.java | 99 | Entered Password ->prakasha
 INFO | 2018-10-31 20:49:18,814 | Common.java | 115 | Report step generation success : Entered Password ->prakasha
 INFO | 2018-10-31 20:49:19,472 | Common.java | 99 | Getting value of Browser from Test Configuration file : Chrome
 INFO | 2018-10-31 20:49:23,456 | Common.java | 99 | Clicked on WebElement-Login
 INFO | 2018-10-31 20:49:23,461 | Common.java | 115 | Report step generation success : Clicked on WebElement-Login
